sorting,graph,tree,partition,basic_knowledge,loop_and_branch,simulate,weakness
0.44,0.87,0.88,0.74,0.46,0.77,0.5,sorting;basic_knowledge;simulate
0.49,0.8,0.72,0.89,0.97,0.78,0.95,sorting
0.9,0.58,0.62,0.97,0.93,0.54,0.6,graph;loop_and_branch
0.76,0.44,0.56,0.44,0.7,0.47,0.8,graph;tree;partition;loop_and_branch
0.66,0.44,0.52,0.44,0.82,0.86,0.82,graph;tree;partition
0.51,0.52,0.55,0.54,0.92,0.47,0.93,sorting;graph;tree;partition;loop_and_branch
0.55,0.72,0.55,0.98,0.89,0.9,0.75,sorting;tree
0.92,0.96,0.96,0.89,0.95,0.96,0.86,
0.85,0.9,0.69,0.73,0.8,0.61,0.8,
0.92,0.93,0.65,0.58,0.98,0.54,0.52,partition;loop_and_branch;simulate
0.7,0.61,0.86,0.86,0.56,0.59,0.5,basic_knowledge;loop_and_branch;simulate
0.63,0.89,0.76,0.77,0.67,0.94,0.52,simulate
0.5,0.97,0.44,0.72,0.77,0.92,0.61,sorting;tree
0.43,0.76,0.48,0.98,0.6,0.63,0.87,sorting;tree
0.59,0.86,0.82,0.54,0.94,0.94,0.64,sorting;partition
0.46,0.72,0.53,0.61,0.43,0.93,0.66,sorting;tree;basic_knowledge
0.85,0.54,0.98,0.65,0.9,0.52,0.84,graph;loop_and_branch
0.79,0.84,0.49,0.46,0.97,0.94,0.68,tree;partition
0.98,0.65,0.98,0.45,0.47,0.79,0.54,partition;basic_knowledge;simulate
0.96,0.98,0.48,0.63,0.82,0.67,0.75,tree
0.87,0.45,0.83,0.59,0.98,0.56,0.66,graph;partition;loop_and_branch
0.74,0.57,0.62,0.87,0.66,0.87,0.47,graph;simulate
0.64,0.44,0.82,0.89,0.59,0.54,0.52,graph;basic_knowledge;loop_and_branch;simulate
0.89,0.54,0.49,0.94,0.66,0.47,0.96,graph;tree;loop_and_branch
0.89,0.7,0.45,0.66,0.98,0.58,0.6,tree;loop_and_branch
0.59,0.63,0.57,0.7,0.73,0.93,0.94,sorting;tree
0.71,0.74,0.79,0.9,0.57,0.83,0.63,basic_knowledge
0.89,0.84,0.76,0.53,0.59,0.87,0.57,partition;basic_knowledge;simulate
0.97,0.59,0.62,0.73,0.55,0.95,0.65,graph;basic_knowledge
0.49,0.71,0.49,0.8,0.74,0.55,0.48,sorting;tree;loop_and_branch;simulate
0.45,0.46,0.78,0.75,0.9,0.49,0.71,sorting;graph;loop_and_branch
0.83,0.46,0.79,0.55,0.48,0.72,0.54,graph;partition;basic_knowledge;simulate
0.53,0.66,0.9,0.76,0.75,0.73,0.67,sorting
0.61,0.72,0.45,0.79,0.59,0.8,0.52,tree;basic_knowledge;simulate
0.87,0.54,0.66,0.86,0.64,0.49,0.53,graph;loop_and_branch;simulate
0.49,0.99,0.69,0.44,0.61,0.48,0.87,sorting;partition;loop_and_branch
0.64,0.74,0.63,0.8,0.73,0.5,0.84,loop_and_branch
0.49,0.57,0.55,0.74,0.71,0.99,0.93,sorting;graph;tree
0.51,0.74,0.62,0.87,0.44,0.86,0.68,sorting;basic_knowledge
0.61,0.54,0.47,0.72,0.58,0.57,0.56,graph;tree;basic_knowledge;loop_and_branch;simulate
0.7,0.78,0.86,0.62,0.75,0.83,0.53,simulate
0.87,0.62,0.76,0.93,0.59,0.49,0.96,basic_knowledge;loop_and_branch
0.86,0.89,0.47,0.97,0.45,0.99,0.86,tree;basic_knowledge
0.7,0.81,0.51,0.54,0.85,0.74,0.92,tree;partition
0.86,0.7,0.5,0.72,0.85,0.79,0.77,tree
0.66,0.59,0.87,0.57,0.5,0.59,0.61,graph;partition;basic_knowledge;loop_and_branch
0.77,0.95,0.45,0.96,0.55,0.7,0.59,tree;basic_knowledge;simulate
0.57,0.47,0.62,0.5,0.84,0.47,0.76,sorting;graph;partition;loop_and_branch
0.58,0.65,0.76,0.67,0.91,0.84,0.69,sorting
0.63,0.48,0.86,0.88,0.53,0.93,0.48,graph;basic_knowledge;simulate
0.94,0.85,0.8,0.94,0.88,0.98,0.47,simulate
0.48,0.55,0.81,0.51,0.59,0.47,0.94,sorting;graph;partition;basic_knowledge;loop_and_branch
0.53,0.68,0.88,0.96,0.53,0.95,0.56,sorting;basic_knowledge;simulate
0.44,0.44,0.56,0.7,0.61,0.74,0.8,sorting;graph;tree
0.59,0.67,0.86,0.81,0.91,0.58,0.58,sorting;loop_and_branch;simulate
0.69,0.66,0.93,0.79,0.51,0.43,0.55,basic_knowledge;loop_and_branch;simulate
0.54,0.61,0.5,0.58,0.9,0.47,0.79,sorting;tree;partition;loop_and_branch
0.71,0.68,0.86,0.84,0.46,0.79,0.44,basic_knowledge;simulate
0.87,0.88,0.94,0.93,0.9,0.87,0.65,
0.76,0.91,0.94,0.46,0.55,0.45,0.84,partition;basic_knowledge;loop_and_branch
0.89,0.59,0.72,0.67,0.52,0.77,0.97,graph;basic_knowledge
0.49,0.84,0.46,0.66,0.75,0.81,0.51,sorting;tree;simulate
0.83,0.94,0.63,0.76,0.68,0.95,0.67,
0.81,0.73,0.57,0.69,0.67,0.65,0.76,tree
0.82,0.58,0.6,0.56,0.55,0.68,0.49,graph;partition;basic_knowledge;simulate
0.97,0.78,0.67,0.58,0.79,0.79,0.81,partition
0.67,0.84,0.87,0.91,0.72,0.57,0.83,loop_and_branch
0.77,0.53,0.55,0.72,0.94,0.54,0.91,graph;tree;loop_and_branch
0.88,0.81,0.95,0.6,0.93,0.59,0.65,loop_and_branch
0.94,0.7,0.86,0.83,0.77,0.87,0.82,
0.72,0.84,0.77,0.76,0.77,0.68,0.9,
0.97,0.92,0.74,0.97,0.61,0.92,0.95,
0.97,0.98,0.43,0.63,0.95,0.58,0.98,tree;loop_and_branch
0.76,0.85,0.94,0.81,0.73,0.92,0.9,
0.56,0.65,0.86,0.88,0.55,0.54,0.8,sorting;basic_knowledge;loop_and_branch
0.79,0.44,0.7,0.75,0.56,0.75,0.51,graph;basic_knowledge;simulate
0.68,0.87,0.67,0.56,0.55,0.56,0.44,partition;basic_knowledge;loop_and_branch;simulate
0.72,0.44,0.76,0.85,0.86,0.62,0.65,graph
0.77,0.61,0.55,0.53,0.9,0.51,0.83,tree;partition;loop_and_branch
0.52,0.79,0.93,0.57,0.72,0.69,0.49,sorting;partition;simulate
0.66,0.49,0.77,0.78,0.5,0.6,0.93,graph;basic_knowledge
0.6,0.77,0.7,0.79,0.45,0.63,0.85,basic_knowledge
0.56,0.54,0.94,0.9,0.52,0.77,0.71,sorting;graph;basic_knowledge
0.45,0.62,0.74,0.83,0.98,0.69,0.89,sorting
0.86,0.75,0.8,0.45,0.84,0.57,0.65,partition;loop_and_branch
0.79,0.46,0.5,0.51,0.58,0.97,0.95,graph;tree;partition;basic_knowledge
0.89,0.82,0.94,0.93,0.86,0.87,0.89,
0.6,0.72,0.94,0.45,0.56,0.91,0.59,partition;basic_knowledge;simulate
0.65,0.91,0.95,0.79,0.63,0.76,0.52,simulate
0.62,0.9,0.9,0.8,0.88,0.72,0.7,
0.93,0.61,0.68,0.85,0.88,0.61,0.52,simulate
0.94,0.62,0.61,0.58,0.84,0.53,0.85,partition;loop_and_branch
0.61,0.65,0.43,0.54,0.89,0.48,0.53,tree;partition;loop_and_branch;simulate
0.43,0.85,0.73,0.56,0.93,0.57,0.96,sorting;partition;loop_and_branch
0.64,0.96,0.7,0.54,0.65,0.58,0.94,partition;loop_and_branch
0.43,0.59,0.62,0.97,0.64,0.53,0.81,sorting;graph;loop_and_branch
0.71,0.61,0.83,0.7,0.62,0.87,0.43,simulate
0.5,0.55,0.92,0.65,0.5,0.45,0.56,sorting;graph;basic_knowledge;loop_and_branch;simulate
0.91,0.81,0.66,0.71,0.61,0.67,0.58,simulate
0.64,0.74,0.58,0.56,0.47,0.58,0.78,tree;partition;basic_knowledge;loop_and_branch
0.44,0.55,0.47,0.66,0.48,0.7,0.95,sorting;graph;tree;basic_knowledge
0.58,0.76,0.5,0.91,0.89,0.79,0.68,sorting;tree
0.46,0.77,0.78,0.83,0.54,0.9,0.45,sorting;basic_knowledge;simulate
0.77,0.61,0.68,0.52,0.69,0.89,0.65,partition
0.8,0.55,0.87,0.67,0.78,0.9,0.66,graph
0.99,0.62,0.86,0.77,0.56,0.58,0.61,basic_knowledge;loop_and_branch
0.45,0.95,0.47,0.6,0.97,0.74,0.92,sorting;tree
0.66,0.72,0.7,0.62,0.76,0.57,0.45,loop_and_branch;simulate
0.68,0.84,0.73,0.82,0.44,0.45,0.55,basic_knowledge;loop_and_branch;simulate
0.69,0.71,0.89,0.53,0.78,0.87,0.67,partition
0.98,0.69,0.49,0.8,0.46,0.47,0.91,tree;basic_knowledge;loop_and_branch
0.76,0.64,0.69,0.53,0.58,0.68,0.51,partition;basic_knowledge;simulate
0.99,0.73,0.53,0.92,0.81,0.98,0.68,tree
0.58,0.93,0.97,0.74,0.49,0.92,0.54,sorting;basic_knowledge;simulate
0.78,0.73,0.52,0.64,0.9,0.86,0.83,tree
0.56,0.87,0.85,0.44,0.52,0.74,0.63,sorting;partition;basic_knowledge
0.49,0.58,0.66,0.44,0.77,0.84,0.46,sorting;graph;partition;simulate
0.61,0.53,0.53,0.56,0.92,0.75,0.44,graph;tree;partition;simulate
0.74,0.85,0.51,0.8,0.71,0.44,0.7,tree;loop_and_branch
0.65,0.6,0.62,0.82,0.91,0.78,0.58,simulate
0.9,0.7,0.62,0.88,0.48,0.98,0.97,basic_knowledge
0.94,0.82,0.63,0.65,0.9,0.95,0.86,
0.86,0.6,0.56,0.58,0.55,0.52,0.97,tree;partition;basic_knowledge;loop_and_branch
0.43,0.88,0.67,0.58,0.94,0.7,0.86,sorting;partition
0.58,0.61,0.89,0.87,0.77,0.84,0.89,sorting
0.82,0.49,0.93,0.87,0.59,0.62,0.73,graph;basic_knowledge
0.49,0.91,0.71,0.85,0.55,0.8,0.43,sorting;basic_knowledge;simulate
0.91,0.46,0.94,0.53,0.45,0.54,0.85,graph;partition;basic_knowledge;loop_and_branch
0.92,0.68,0.64,0.57,0.81,0.74,0.97,partition
0.61,0.87,0.92,0.97,0.52,0.68,0.62,basic_knowledge
0.85,0.44,0.75,0.5,0.48,0.99,0.58,graph;partition;basic_knowledge;simulate
0.73,0.72,0.63,0.75,0.92,0.47,0.7,loop_and_branch
0.66,0.94,0.81,0.78,0.5,0.57,0.54,basic_knowledge;loop_and_branch;simulate
0.56,0.8,0.57,0.78,0.83,0.96,0.84,sorting;tree
0.77,0.96,0.63,0.77,0.94,0.94,0.85,
0.47,0.66,0.82,0.97,0.52,0.43,0.7,sorting;basic_knowledge;loop_and_branch
0.89,0.56,0.71,0.64,0.83,0.85,0.89,graph
0.68,0.45,0.81,0.63,0.87,0.63,0.86,graph
0.65,0.59,0.94,0.57,0.45,0.66,0.98,graph;partition;basic_knowledge
0.86,0.77,0.78,0.91,0.46,0.82,0.46,basic_knowledge;simulate
0.53,0.46,0.92,0.97,0.5,0.79,0.87,sorting;graph;basic_knowledge
0.74,0.79,0.83,0.8,0.55,0.62,0.89,basic_knowledge
0.86,0.59,0.92,0.76,0.5,0.72,0.95,graph;basic_knowledge
0.55,0.58,0.9,0.94,0.98,0.61,0.9,sorting;graph
0.82,0.84,0.71,0.55,0.95,0.86,0.65,partition
0.84,0.96,0.57,0.71,0.94,0.86,0.83,tree
0.96,0.54,0.55,0.82,0.56,0.67,0.8,graph;tree;basic_knowledge
0.7,0.67,0.75,0.46,0.91,0.59,0.68,partition;loop_and_branch
0.55,0.72,0.57,0.87,0.54,0.49,0.99,sorting;tree;basic_knowledge;loop_and_branch
0.59,0.68,0.68,0.48,0.73,0.44,0.5,sorting;partition;loop_and_branch;simulate
0.92,0.45,0.75,0.85,0.61,0.94,0.54,graph;simulate
0.88,0.64,0.88,0.46,0.97,0.54,0.45,partition;loop_and_branch;simulate
0.78,0.9,0.78,0.59,0.78,0.97,0.48,partition;simulate
0.43,0.48,0.99,0.96,0.61,0.68,0.86,sorting;graph
0.59,0.73,0.48,0.98,0.86,0.75,0.83,sorting;tree
0.64,0.74,0.67,0.47,0.92,0.68,0.98,partition
0.95,0.9,0.78,0.81,0.93,0.82,0.64,
0.81,0.63,0.61,0.59,0.62,0.7,0.56,partition;simulate
0.69,0.88,0.66,0.83,0.61,0.8,0.72,
0.53,0.74,0.71,0.97,0.91,0.97,0.85,sorting
0.57,0.68,0.52,0.56,0.85,0.97,0.79,sorting;tree;partition
0.54,0.47,0.47,0.69,0.85,0.55,0.57,sorting;graph;tree;loop_and_branch;simulate
0.96,0.88,0.66,0.56,0.73,0.49,0.93,partition;loop_and_branch
0.82,0.59,0.94,0.55,0.82,0.93,0.97,graph;partition
0.79,0.46,0.93,0.73,0.83,0.63,0.46,graph;simulate
0.95,0.79,0.57,0.98,0.87,0.55,0.96,tree;loop_and_branch
0.54,0.6,0.85,0.75,0.86,0.66,0.53,sorting;simulate
0.69,0.72,0.56,0.44,0.78,0.8,0.46,tree;partition;simulate
0.73,0.73,0.46,0.72,0.93,0.45,0.73,tree;loop_and_branch
0.81,0.68,0.7,0.96,0.86,0.86,0.73,
0.49,0.78,0.46,0.55,0.68,0.55,0.51,sorting;tree;partition;loop_and_branch;simulate
0.6,0.56,0.73,0.7,0.8,0.98,0.75,graph
0.51,0.46,0.56,0.78,0.55,0.74,0.96,sorting;graph;tree;basic_knowledge
0.43,0.57,0.65,0.75,0.81,0.85,0.83,sorting;graph
0.56,0.64,0.95,0.56,0.76,0.49,0.44,sorting;partition;loop_and_branch;simulate
0.81,0.94,0.72,0.59,0.48,0.89,0.46,partition;basic_knowledge;simulate
0.48,0.88,0.93,0.65,0.87,0.86,0.67,sorting
0.86,0.83,0.77,0.94,0.75,0.59,0.66,loop_and_branch
0.46,0.49,0.93,0.79,0.83,0.97,0.63,sorting;graph
0.54,0.46,0.75,0.96,0.95,0.47,0.85,sorting;graph;loop_and_branch
0.72,0.86,0.77,0.47,0.89,0.87,0.94,partition
0.77,0.88,0.68,0.73,0.49,0.69,0.54,basic_knowledge;simulate
0.64,0.5,0.69,0.83,0.98,0.46,0.46,graph;loop_and_branch;simulate
0.67,0.93,0.74,0.44,0.56,0.84,0.43,partition;basic_knowledge;simulate
0.83,0.96,0.81,0.86,0.98,0.75,0.6,
0.97,0.94,0.49,0.59,0.82,0.47,0.66,tree;partition;loop_and_branch
0.95,0.87,0.56,0.75,0.81,0.95,0.88,tree
0.87,0.94,0.62,0.87,0.54,0.73,0.54,basic_knowledge;simulate
0.87,0.58,0.92,0.91,0.98,0.86,0.64,graph
0.69,0.47,0.79,0.84,0.77,0.74,0.68,graph
0.58,0.73,0.5,0.95,0.88,0.62,0.95,sorting;tree
0.96,0.56,0.76,0.64,0.81,0.82,0.6,graph
0.7,0.75,0.57,0.8,0.48,0.47,0.58,tree;basic_knowledge;loop_and_branch;simulate
0.96,0.68,0.62,0.64,0.7,0.81,0.59,simulate
0.77,0.96,0.92,0.73,0.5,0.63,0.64,basic_knowledge
0.71,0.87,0.63,0.93,0.72,0.99,0.54,simulate
0.87,0.88,0.96,0.65,0.64,0.65,0.56,simulate
0.72,0.74,0.57,0.86,0.87,0.74,0.66,tree
0.88,0.85,0.53,0.47,0.81,0.78,0.53,tree;partition;simulate
0.59,0.5,0.84,0.84,0.59,0.92,0.6,sorting;graph;basic_knowledge
0.66,0.97,0.76,0.51,0.44,0.45,0.57,partition;basic_knowledge;loop_and_branch;simulate
0.89,0.99,0.75,0.81,0.6,0.45,0.67,loop_and_branch
0.48,0.45,0.63,0.5,0.73,0.91,0.86,sorting;graph;partition
0.55,0.89,0.66,0.62,0.85,0.73,0.65,sorting
0.53,0.91,0.71,0.54,0.77,0.81,0.49,sorting;partition;simulate
0.48,0.72,0.73,0.87,0.6,0.66,0.55,sorting;simulate
0.82,0.74,0.75,0.95,0.88,0.63,0.72,
0.51,0.91,0.59,0.91,0.93,0.9,0.86,sorting;tree
0.78,0.47,0.61,0.63,0.48,0.56,0.98,graph;basic_knowledge;loop_and_branch
0.62,0.58,0.98,0.6,0.53,0.43,0.56,graph;basic_knowledge;loop_and_branch;simulate
0.73,0.71,0.44,0.95,0.62,0.91,0.82,tree
0.64,0.48,0.45,0.76,0.88,0.82,0.81,graph;tree
0.74,0.6,0.92,0.75,0.44,0.75,0.88,basic_knowledge
0.64,0.5,0.74,0.74,0.62,0.85,0.8,graph
0.51,0.71,0.97,0.44,0.91,0.82,0.68,sorting;partition
0.62,0.77,0.48,0.55,0.76,0.76,0.8,tree;partition
0.71,0.63,0.43,0.69,0.58,0.91,0.68,tree;basic_knowledge
0.93,0.6,0.73,0.43,0.67,0.62,0.96,partition
0.72,0.91,0.71,0.7,0.98,0.57,0.89,loop_and_branch
0.55,0.99,0.92,0.95,0.65,0.88,0.66,sorting
0.83,0.64,0.54,0.83,0.99,0.67,0.48,tree;simulate
0.5,0.8,0.49,0.89,0.47,0.64,0.93,sorting;tree;basic_knowledge
0.57,0.94,0.86,0.67,0.91,0.59,0.43,sorting;loop_and_branch;simulate
0.67,0.9,0.73,0.84,0.6,0.52,0.79,loop_and_branch
0.56,0.82,0.58,0.96,0.8,0.62,0.97,sorting;tree
0.9,0.88,0.85,0.84,0.67,0.49,0.67,loop_and_branch
0.53,0.82,0.71,0.53,0.95,0.73,0.46,sorting;partition;simulate
0.67,0.6,0.9,0.61,0.53,0.59,0.71,basic_knowledge;loop_and_branch
0.79,0.95,0.84,0.65,0.59,0.66,0.52,basic_knowledge;simulate
0.84,0.65,0.56,0.79,0.52,0.86,0.67,tree;basic_knowledge
0.75,0.88,0.55,0.43,0.89,0.77,0.73,tree;partition
0.47,0.53,0.85,0.72,0.58,0.5,0.76,sorting;graph;basic_knowledge;loop_and_branch
0.52,0.94,0.74,0.74,0.6,0.45,0.79,sorting;loop_and_branch
0.57,0.98,0.89,0.89,0.54,0.9,0.76,sorting;basic_knowledge
0.94,0.91,0.75,0.7,0.62,0.88,0.65,
0.92,0.67,0.65,0.48,0.87,0.74,0.92,partition
0.88,0.49,0.86,0.67,0.71,0.81,0.67,graph
0.9,0.86,0.81,0.56,0.71,0.95,0.52,partition;simulate
0.91,0.46,0.79,0.82,0.53,0.97,0.84,graph;basic_knowledge
0.52,0.81,0.59,0.87,0.93,0.69,0.45,sorting;tree;simulate
0.63,0.84,0.44,0.7,0.86,0.97,0.61,tree
0.53,0.73,0.56,0.43,0.58,0.55,0.93,sorting;tree;partition;basic_knowledge;loop_and_branch
0.8,0.46,0.62,0.51,0.88,0.62,0.6,graph;partition
0.73,0.84,0.94,0.54,0.59,0.49,0.44,partition;basic_knowledge;loop_and_branch;simulate
0.88,0.95,0.6,0.74,0.49,0.86,0.69,basic_knowledge
0.96,0.59,0.89,0.6,0.83,0.71,0.91,graph
0.56,0.95,0.75,0.97,0.44,0.75,0.85,sorting;basic_knowledge
0.78,0.85,0.6,0.75,0.96,0.89,0.91,
0.58,0.98,0.94,0.61,0.76,0.53,0.62,sorting;loop_and_branch
0.77,0.57,0.73,0.6,0.63,0.72,0.69,graph
0.62,0.86,0.88,0.6,0.93,0.54,0.78,loop_and_branch
0.8,0.84,0.87,0.71,0.61,0.51,0.46,loop_and_branch;simulate
0.61,0.64,0.93,0.61,0.95,0.57,0.66,loop_and_branch
0.76,0.76,0.5,0.75,0.55,0.8,0.57,tree;basic_knowledge;simulate
0.68,0.44,0.83,0.76,0.78,0.75,0.62,graph
0.92,0.54,0.78,0.85,0.85,0.69,0.91,graph
0.69,0.49,0.71,0.84,0.85,0.55,0.99,graph;loop_and_branch
0.47,0.61,0.91,0.62,0.97,0.89,0.87,sorting
0.84,0.85,0.67,0.85,0.6,0.47,0.45,loop_and_branch;simulate
0.58,0.74,0.46,0.79,0.72,0.8,0.89,sorting;tree
0.52,0.89,0.74,0.74,0.49,0.55,0.76,sorting;basic_knowledge;loop_and_branch
0.5,0.58,0.82,0.98,0.61,0.95,0.82,sorting;graph
0.87,0.79,0.77,0.97,0.94,0.75,0.91,
0.77,0.55,0.6,0.76,0.46,0.54,0.72,graph;basic_knowledge;loop_and_branch
0.52,0.45,0.63,0.69,0.94,0.61,0.84,sorting;graph
0.72,0.63,0.65,0.57,0.67,0.98,0.88,partition
0.44,0.67,0.48,0.55,0.7,0.54,0.96,sorting;tree;partition;loop_and_branch
0.72,0.56,0.63,0.7,0.75,0.79,0.83,graph
0.53,0.49,0.61,0.95,0.97,0.84,0.88,sorting;graph
0.91,0.92,0.46,0.94,0.51,0.94,0.52,tree;basic_knowledge;simulate
0.89,0.43,0.6,0.83,0.82,0.44,0.64,graph;loop_and_branch
0.72,0.66,0.7,0.82,0.61,0.94,0.67,
0.64,0.9,0.51,0.45,0.46,0.93,0.98,tree;partition;basic_knowledge
0.76,0.87,0.93,0.6,0.82,0.87,0.49,simulate
0.91,0.81,0.54,0.67,0.73,0.61,0.54,tree;simulate
0.81,0.75,0.77,0.61,0.54,0.53,0.64,basic_knowledge;loop_and_branch
0.45,0.7,0.94,0.74,0.45,0.57,0.67,sorting;basic_knowledge;loop_and_branch
0.68,0.67,0.68,0.7,0.46,0.74,0.78,basic_knowledge
0.93,0.81,0.92,0.84,0.62,0.7,0.57,simulate
0.85,0.8,0.78,0.52,0.44,0.98,0.54,partition;basic_knowledge;simulate
0.58,0.79,0.56,0.74,0.52,0.98,0.5,sorting;tree;basic_knowledge;simulate
0.62,0.73,0.46,0.68,0.5,0.46,0.93,tree;basic_knowledge;loop_and_branch
0.48,0.9,0.77,0.96,0.63,0.57,0.91,sorting;loop_and_branch
0.83,0.62,0.54,0.58,0.84,0.78,0.56,tree;partition;simulate
0.54,0.86,0.55,0.83,0.6,0.9,0.49,sorting;tree;simulate
0.62,0.48,0.68,0.95,0.62,0.64,0.48,graph;simulate
0.6,0.47,0.45,0.63,0.55,0.84,0.74,graph;tree;basic_knowledge
0.9,0.7,0.52,0.58,0.83,0.85,0.56,tree;partition;simulate
0.88,0.48,0.69,0.51,0.54,0.84,0.67,graph;partition;basic_knowledge
0.96,0.91,0.51,0.76,0.76,0.47,0.81,tree;loop_and_branch
0.68,0.95,0.95,0.97,0.61,0.86,0.9,
0.75,0.97,0.98,0.92,0.71,0.74,0.92,
0.58,0.96,0.51,0.8,0.97,0.78,0.48,sorting;tree;simulate
0.87,0.9,0.53,0.61,0.45,0.56,0.64,tree;basic_knowledge;loop_and_branch
0.84,0.78,0.59,0.73,0.56,0.67,0.93,tree;basic_knowledge
0.85,0.52,0.82,0.82,0.8,0.46,0.78,graph;loop_and_branch
0.48,0.73,0.68,0.96,0.52,0.6,0.71,sorting;basic_knowledge
0.53,0.54,0.61,0.94,0.45,0.86,0.53,sorting;graph;basic_knowledge;simulate
0.78,0.64,0.86,0.94,0.77,0.52,0.66,loop_and_branch
0.5,0.95,0.53,0.75,0.9,0.43,0.8,sorting;tree;loop_and_branch
0.93,0.73,0.76,0.7,0.6,0.74,0.79,
0.59,0.49,0.59,0.52,0.91,0.64,0.95,sorting;graph;tree;partition
0.87,0.9,0.55,0.95,0.87,0.89,0.59,tree;simulate
0.63,0.44,0.96,0.78,0.92,0.82,0.49,graph;simulate
0.8,0.78,0.63,0.63,0.95,0.66,0.52,simulate
0.68,0.61,0.43,0.96,0.61,0.69,0.56,tree;simulate
0.86,0.86,0.9,0.58,0.73,0.59,0.75,partition;loop_and_branch
0.55,0.91,0.94,0.94,0.96,0.5,0.51,sorting;loop_and_branch;simulate
0.44,0.67,0.9,0.58,0.58,0.73,0.67,sorting;partition;basic_knowledge
0.65,0.7,0.68,0.7,0.71,0.94,0.82,
0.6,0.46,0.47,0.67,0.79,0.91,0.46,graph;tree;simulate
0.91,0.76,0.9,0.99,0.49,0.48,0.47,basic_knowledge;loop_and_branch;simulate
0.62,0.53,0.56,0.61,0.87,0.76,0.44,graph;tree;simulate
0.86,0.68,0.69,0.5,0.59,0.64,0.79,partition;basic_knowledge
0.48,0.86,0.74,0.45,0.61,0.86,0.77,sorting;partition
0.89,0.59,0.59,0.77,0.48,0.48,0.9,graph;tree;basic_knowledge;loop_and_branch
0.47,0.7,0.7,0.87,0.93,0.91,0.97,sorting
0.61,0.84,0.87,0.55,0.5,0.67,0.92,partition;basic_knowledge
0.95,0.84,0.52,0.43,0.63,0.54,0.64,tree;partition;loop_and_branch
0.51,0.89,0.51,0.92,0.8,0.7,0.92,sorting;tree
0.52,0.67,0.7,0.95,0.77,0.72,0.83,sorting
0.43,0.48,0.84,0.55,0.49,0.8,0.52,sorting;graph;partition;basic_knowledge;simulate
0.79,0.45,0.72,0.86,0.8,0.84,0.68,graph
0.53,0.54,0.97,0.97,0.73,0.55,0.63,sorting;graph;loop_and_branch
0.65,0.68,0.95,0.49,0.75,0.98,0.84,partition
0.63,0.55,0.56,0.48,0.89,0.99,0.73,graph;tree;partition
0.49,0.67,0.88,0.72,0.71,0.45,0.65,sorting;loop_and_branch
0.67,0.48,0.72,0.96,0.84,0.59,0.74,graph;loop_and_branch
0.76,0.8,0.94,0.69,0.71,0.89,0.81,
0.97,0.62,0.94,0.51,0.97,0.99,0.73,partition
0.6,0.74,0.8,0.97,0.96,0.68,0.48,simulate
0.78,0.45,0.65,0.83,0.74,0.63,0.91,graph
0.49,0.89,0.96,0.62,0.89,0.54,0.78,sorting;loop_and_branch
0.65,0.58,0.69,0.48,0.73,0.52,0.7,graph;partition;loop_and_branch
0.75,0.51,0.94,0.91,0.9,0.77,0.91,graph
0.93,0.59,0.8,0.75,0.92,0.72,0.79,graph
0.5,0.52,0.82,0.76,0.62,0.69,0.87,sorting;graph
0.9,0.86,0.62,0.64,0.62,0.74,0.9,
0.51,0.75,0.72,0.9,0.5,0.47,0.71,sorting;basic_knowledge;loop_and_branch
0.95,0.79,0.64,0.8,0.86,0.96,0.6,
0.64,0.84,0.45,0.58,0.68,0.5,0.66,tree;partition;loop_and_branch
0.54,0.52,0.63,0.71,0.62,0.49,0.92,sorting;graph;loop_and_branch
0.54,0.8,0.64,0.99,0.52,0.52,0.86,sorting;basic_knowledge;loop_and_branch
0.94,0.74,0.5,0.67,0.67,0.56,0.65,tree;loop_and_branch
0.81,0.88,0.95,0.82,0.45,0.5,0.96,basic_knowledge;loop_and_branch
0.5,0.75,0.88,0.66,0.68,0.45,0.8,sorting;loop_and_branch
0.75,0.97,0.5,0.76,0.83,0.9,0.78,tree
0.87,0.52,0.84,0.97,0.43,0.6,0.81,graph;basic_knowledge
0.59,0.58,0.58,0.52,0.83,0.55,0.53,sorting;graph;tree;partition;loop_and_branch;simulate
0.69,0.93,0.52,0.56,0.47,0.52,0.59,tree;partition;basic_knowledge;loop_and_branch;simulate
0.89,0.87,0.92,0.51,0.67,0.74,0.75,partition
0.88,0.49,0.88,0.61,0.96,0.73,0.54,graph;simulate
0.47,0.69,0.59,0.64,0.62,0.84,0.93,sorting;tree
0.86,0.88,0.49,0.59,0.61,0.58,0.76,tree;partition;loop_and_branch
0.63,0.69,0.7,0.47,0.79,0.48,0.88,partition;loop_and_branch
0.68,0.71,0.51,0.63,0.6,0.74,0.44,tree;simulate
0.93,0.59,0.84,0.51,0.98,0.49,0.49,graph;partition;loop_and_branch;simulate
0.59,0.86,0.78,0.65,0.46,0.75,0.86,sorting;basic_knowledge
0.53,0.47,0.98,0.96,0.59,0.97,0.46,sorting;graph;basic_knowledge;simulate
0.94,0.85,0.88,0.74,0.81,0.9,0.58,simulate
0.99,0.74,0.84,0.69,0.68,0.81,0.52,simulate
0.76,0.6,0.94,0.56,0.82,0.73,0.53,partition;simulate
0.58,0.79,0.5,0.47,0.88,0.59,0.79,sorting;tree;partition;loop_and_branch
0.59,0.73,0.48,0.8,0.63,0.49,0.7,sorting;tree;loop_and_branch
0.9,0.71,0.8,0.72,0.99,0.65,0.64,
